MQ135_NH3_ppm,Hazard_Alert
22.049196243286133,0
22.604394912719727,0
21.572717666625977,0
22.248821258544922,0
21.46450424194336,0
24.39520835876465,0
27.362546920776367,0
24.318201065063477,0
20.925708770751953,0
22.587196350097656,0
24.894264221191406,0
23.839933395385742,0
20.345844268798828,0
21.352266311645508,0
23.137582778930664,0
23.983835220336914,0
20.943517684936523,0
23.154983520507812,0
23.719562530517578,0
24.710573196411133,0
23.42595672607422,0
22.44974136352539,0
20.12261962890625,0
22.580379486083984,0
20.692453384399414,0
20.897579193115234,0
21.948707580566406,0
23.21360969543457,0
24.561405181884766,0
24.10704803466797,0
24.110654830932617,0
20.549936294555664,0
23.830833435058594,0
20.282630920410156,0
24.0783748626709,0
21.407516479492188,0
21.917360305786133,0
24.580472946166992,0
24.23644256591797,0
21.447378158569336,0
19.651010513305664,0
24.989999771118164,0
21.974695205688477,0
24.640914916992188,0
21.705257415771484,0
22.265527725219727,0
23.459766387939453,0
24.427326202392578,0
23.47760009765625,0
22.982038497924805,0
21.40111541748047,0
25.521181106567383,0
22.74399185180664,0
24.07414436340332,0
22.013376235961914,0
23.63071632385254,0
22.048404693603516,0
23.009632110595703,0
24.017988204956055,0
22.275787353515625,0
21.162643432617188,0
22.78305435180664,0
20.71579360961914,0
21.091676712036133,0
21.896764755249023,0
25.22348976135254,0
21.753517150878906,0
22.603729248046875,0
22.124155044555664,0
24.29293441772461,0
24.75754737854004,0
21.42511749267578,0
23.01950454711914,0
24.934717178344727,0
21.14192008972168,0
21.232847213745117,0
21.02527618408203,0
21.371257781982422,0
22.771930694580078,0
24.014606475830078,0
22.81881332397461,0
24.57969856262207,0
21.67462921142578,0
22.970073699951172,0
20.913347244262695,0
24.989999771118164,0
23.850399017333984,0
22.9333438873291,0
21.510005950927734,0
24.989999771118164,0
20.847341537475586,0
23.479907989501953,0
22.95785140991211,0
21.752487182617188,0
23.40871810913086,0
23.798112869262695,0
23.37037467956543,0
22.60748291015625,0
20.9096622467041,0
23.951353073120117,0
24.1024227142334,0
23.523265838623047,0
24.989999771118164,0
24.025659561157227,0
24.026531219482422,0
24.604642868041992,0
25.92515754699707,0
24.459335327148438,0
20.668746948242188,0
24.827682495117188,0
22.3040771484375,0
22.618144989013672,0
22.745529174804688,0
23.167573928833008,0
24.109832763671875,0
20.386140823364258,0
24.58757972717285,0
23.599645614624023,0
20.821672439575195,0
23.23138427734375,0
21.27606964111328,0
23.914085388183594,0
23.42386245727539,0
22.447799682617188,0
22.629798889160156,0
24.334197998046875,0
22.155014038085938,0
24.882354736328125,0
23.364835739135742,0
23.628246307373047,0
23.3591251373291,0
19.76830291748047,0
24.649587631225586,0
24.989999771118164,0
21.816402435302734,0
24.458463668823242,0
21.617267608642578,0
22.958171844482422,0
24.367502212524414,0
24.989999771118164,0
20.30123519897461,0
22.58776092529297,0
21.294584274291992,0
24.873958587646484,0
23.125732421875,0
24.989999771118164,0
23.332395553588867,0
21.817302703857422,0
24.340547561645508,0
21.911731719970703,0
24.280099868774414,0
22.794580459594727,0
22.60205078125,0
22.845478057861328,0
23.11125946044922,0
23.819393157958984,0
18.747392654418945,0
21.095291137695312,0
23.713211059570312,0
20.82432746887207,0
21.728145599365234,0
23.077194213867188,0
24.978269577026367,0
22.71969985961914,0
23.082210540771484,0
18.022539138793945,0
23.85232162475586,0
23.37592315673828,0
21.535720825195312,0
20.93124771118164,0
21.70992088317871,0
23.582544326782227,0
24.470806121826172,0
23.636783599853516,0
24.428253173828125,0
23.49636459350586,0
22.414749145507812,0
21.128173828125,0
23.689132690429688,0
23.767690658569336,0
21.985158920288086,0
21.981346130371094,0
23.757381439208984,0
22.014415740966797,0
23.036264419555664,0
22.114171981811523,0
22.673011779785156,0
21.018606185913086,0
24.430465698242188,0
24.7552433013916,0
24.838272094726562,0
23.27679443359375,0
22.833641052246094,0
20.0994930267334,0
22.171619415283203,0
24.129091262817383,0
22.965408325195312,0
24.989999771118164,0
22.38507843017578,0
21.329532623291016,0
24.23869514465332,0
22.972389221191406,0
23.205636978149414,0
22.926639556884766,0
22.9947566986084,0
21.62291717529297,0
24.989999771118164,0
20.73633575439453,0
23.296693801879883,0
24.2342472076416,0
22.288326263427734,0
23.04965591430664,0
20.32340431213379,0
20.191349029541016,0
20.96893310546875,0
22.436100006103516,0
21.17189598083496,0
22.197717666625977,0
21.82370948791504,0
24.703956604003906,0
24.989999771118164,0
23.059627532958984,0
23.724576950073242,0
21.614234924316406,0
22.406923294067383,0
22.983692169189453,0
22.533723831176758,0
24.087371826171875,0
21.305767059326172,0
19.087141036987305,0
24.735137939453125,0
23.619176864624023,0
22.811054229736328,0
22.57219123840332,0
21.272350311279297,0
20.975433349609375,0
23.822031021118164,0
23.62788200378418,0
21.339405059814453,0
19.084775924682617,0
23.482940673828125,0
24.98189926147461,0
22.30525779724121,0
24.989999771118164,0
22.457624435424805,0
22.5534725189209,0
23.91884422302246,0
24.679750442504883,0
22.89897918701172,0
22.538368225097656,0
24.033052444458008,0
23.329208374023438,0
23.88555145263672,0
23.448123931884766,0
23.575620651245117,0
22.34280014038086,0
22.18328094482422,0
21.014739990234375,0
21.63835906982422,0
22.54694366455078,0
21.98520851135254,0
21.64558982849121,0
24.236846923828125,0
23.545515060424805,0
25.963354110717773,0
21.298707962036133,0
22.389545440673828,0
23.22905731201172,0
21.171600341796875,0
21.680191040039062,0
22.197385787963867,0
21.849857330322266,0
22.97943687438965,0
24.077640533447266,0
21.086599349975586,0
23.23391342163086,0
23.769744873046875,0
23.045223236083984,0
21.63727569580078,0
24.901281356811523,0
20.773414611816406,0
23.716781616210938,0
24.989999771118164,0
21.6395263671875,0
24.989999771118164,0
20.843446731567383,0
24.244564056396484,0
23.146286010742188,0
21.66223907470703,0
23.6114559173584,0
21.524280548095703,0
24.293039321899414,0
23.64204216003418,0
24.050302505493164,0
21.28293800354004,0
22.86089515686035,0
24.71149253845215,0
23.88341522216797,0
23.151851654052734,0
25.184728622436523,0
24.841550827026367,0
23.29598045349121,0
24.34676170349121,0
21.4871768951416,0
23.120868682861328,0
20.575101852416992,0
21.98501205444336,0
23.79849624633789,0
22.64869499206543,0
22.437610626220703,0
22.81117057800293,0
22.9540958404541,0
23.90860366821289,0
21.401777267456055,0
24.768396377563477,0
23.758638381958008,0
23.591413497924805,0
25.61635398864746,0
24.68071746826172,0
21.893310546875,0
24.247346878051758,0
21.68960952758789,0
23.689733505249023,0
24.72947120666504,0
23.107318878173828,0
23.42166519165039,0
23.685033798217773,0
23.217121124267578,0
21.912073135375977,0
22.64791488647461,0
20.89337158203125,0
23.967971801757812,0
22.79296112060547,0
23.49920082092285,0
24.102771759033203,0
22.142086029052734,0
22.785127639770508,0
26.00323486328125,0
19.000688552856445,0
21.6795711517334,0
21.422658920288086,0
22.73455047607422,0
22.862451553344727,0
20.567123413085938,0
24.694917678833008,0
23.67401695251465,0
23.010379791259766,0
23.66744041442871,0
21.63435935974121,0
20.975032806396484,0
21.044347763061523,0
21.19464111328125,0
20.88764190673828,0
23.26405906677246,0
21.584014892578125,0
21.21087646484375,0
23.601001739501953,0
22.562973022460938,0
22.918636322021484,0
21.691059112548828,0
24.989999771118164,0
24.15288734436035,0
22.614028930664062,0
20.950315475463867,0
24.835783004760742,0
22.713043212890625,0
22.365060806274414,0
23.604875564575195,0
22.445030212402344,0
24.2333984375,0
22.68660545349121,0
23.585891723632812,0
20.95663833618164,0
23.3850154876709,0
23.439353942871094,0
22.95781707763672,0
22.475271224975586,0
20.699790954589844,0
23.62017059326172,0
23.00450897216797,0
22.897167205810547,0
23.794517517089844,0
24.989999771118164,0
20.214529037475586,0
22.615333557128906,0
22.41474723815918,0
26.309715270996094,0
21.365686416625977,0
24.35607147216797,0
21.839244842529297,0
23.89884376525879,0
22.727561950683594,0
24.989999771118164,0
20.730182647705078,0
20.102516174316406,0
20.674026489257812,0
21.71221351623535,0
22.320598602294922,0
23.75591468811035,0
24.139680862426758,0
24.552162170410156,0
23.858694076538086,0
24.31781768798828,0
21.659643173217773,0
23.81174087524414,0
20.42090606689453,0
24.521469116210938,0
21.842708587646484,0
21.48928451538086,0
20.378841400146484,0
20.47393798828125,0
22.366050720214844,0
23.81199836730957,0
22.87859344482422,0
23.382577896118164,0
23.153818130493164,0
22.60373306274414,0
22.033344268798828,0
21.41814422607422,0
22.696725845336914,0
23.988725662231445,0
23.038694381713867,0
21.792301177978516,0
22.501296997070312,0
22.015464782714844,0
24.60898780822754,0
22.47283172607422,0
23.760997772216797,0
22.196887969970703,0
23.009286880493164,0
23.669536590576172,0
23.041547775268555,0
19.191694259643555,0
24.55816078186035,0
20.58858871459961,0
24.006092071533203,0
22.893421173095703,0
24.31430435180664,0
21.783782958984375,0
22.921754837036133,0
22.67751693725586,0
23.240257263183594,0
23.20336151123047,0
24.029682159423828,0
21.423748016357422,0
21.915159225463867,0
23.62802505493164,0
20.496479034423828,0
23.05292320251465,0
23.621301651000977,0
21.400251388549805,0
23.310165405273438,0
24.01881980895996,0
24.235092163085938,0
22.188945770263672,0
24.257978439331055,0
20.533872604370117,0
24.520784378051758,0
24.989999771118164,0
22.322275161743164,0
21.448673248291016,0
22.55476188659668,0
23.52130699157715,0
22.232431411743164,0
20.630245208740234,0
23.265079498291016,0
24.094470977783203,0
22.654325485229492,0
22.91992950439453,0
22.79975700378418,0
22.883581161499023,0
22.926429748535156,0
23.325340270996094,0
23.906047821044922,0
23.43233299255371,0
24.989999771118164,0
24.37380027770996,0
21.2283992767334,0
24.580251693725586,0
22.838130950927734,0
24.11881446838379,0
22.41067886352539,0
22.34769058227539,0
21.791114807128906,0
22.92108917236328,0
23.382749557495117,0
23.521041870117188,0
21.088409423828125,0
24.239408493041992,0
22.840476989746094,0
23.283584594726562,0
23.538026809692383,0
20.83339500427246,0
22.087223052978516,0
24.60048484802246,0
19.252727508544922,0
26.307758331298828,0
22.49239730834961,0
24.254182815551758,0
23.8433895111084,0
23.213247299194336,0
23.667783737182617,0
21.601381301879883,0
22.670372009277344,0
23.235721588134766,0
22.344444274902344,0
22.365510940551758,0
20.371471405029297,0
24.046937942504883,0
24.461153030395508,0
21.53640365600586,0
22.520963668823242,0
23.35165023803711,0
22.456350326538086,0
23.451961517333984,0
23.49289894104004,0
22.56153106689453,0
22.9388427734375,0
22.335208892822266,0
24.831798553466797,0
20.486083984375,0
21.605958938598633,0
24.61243438720703,0
22.73017120361328,0
24.709716796875,0
22.762964248657227,0
22.25032615661621,0
21.203506469726562,0
24.429685592651367,0
21.845935821533203,0
22.465309143066406,0
24.97245216369629,0
21.999900817871094,0
22.01997184753418,0
22.48093605041504,0
22.623165130615234,0
22.249282836914062,0
23.67559814453125,0
22.38806915283203,0
24.71300506591797,0
23.245018005371094,0
24.931459426879883,0
21.602676391601562,0
22.005157470703125,0
20.534690856933594,0
23.681053161621094,0
21.3017635345459,0
24.13935089111328,0
23.44792366027832,0
23.98841094970703,0
24.02035903930664,0
20.56073760986328,0
24.14569091796875,0
24.285573959350586,0
23.30658531188965,0
24.00204849243164,0
23.4859561920166,0
23.297607421875,0
22.65673065185547,0
23.939085006713867,0
22.408525466918945,0
22.74469757080078,0
24.25250816345215,0
22.226816177368164,0
24.783432006835938,0
21.496280670166016,0
20.305875778198242,0
23.827409744262695,0
24.11409568786621,0
21.18495750427246,0
21.162508010864258,0
27.362987518310547,0
24.989999771118164,0
19.827238082885742,0
24.166488647460938,0
23.43329429626465,0
22.56967544555664,0
23.53597068786621,0
22.3851318359375,0
23.883928298950195,0
23.897287368774414,0
20.86762237548828,0
22.927480697631836,0
24.472021102905273,0
22.499401092529297,0
21.594539642333984,0
21.149621963500977,0
21.904821395874023,0
22.122676849365234,0
21.550806045532227,0
20.741470336914062,0
24.740034103393555,0
24.989999771118164,0
18.710763931274414,0
21.66289520263672,0
19.76926040649414,0
24.4636287689209,0
20.900903701782227,0
20.579570770263672,0
21.896175384521484,0
20.646371841430664,0
22.76539421081543,0
23.349231719970703,0
23.901268005371094,0
23.838743209838867,0
24.625673294067383,0
21.781869888305664,0
22.41737174987793,0
23.74201202392578,0
23.69645881652832,0
25.777652740478516,0
20.338266372680664,0
23.152353286743164,0
20.87419319152832,0
22.550643920898438,0
24.241092681884766,0
21.874492645263672,0
23.334537506103516,0
24.228654861450195,0
23.0988826751709,0
24.22650909423828,0
22.809894561767578,0
21.691627502441406,0
22.78540802001953,0
23.589778900146484,0
22.596529006958008,0
21.681150436401367,0
22.295066833496094,0
20.253381729125977,0
22.05392837524414,0
24.291091918945312,0
21.1914005279541,0
23.842500686645508,0
20.699541091918945,0
22.828405380249023,0
21.34926414489746,0
23.983549118041992,0
24.054462432861328,0
24.657207489013672,0
22.453453063964844,0
24.732650756835938,0
22.16689682006836,0
21.13602638244629,0
24.23945426940918,0
24.535715103149414,0
21.610151290893555,0
23.286203384399414,0
24.052444458007812,0
22.169279098510742,0
24.86956787109375,0
22.646263122558594,0
22.040180206298828,0
23.087858200073242,0
22.120988845825195,0
22.929271697998047,0
24.65951919555664,0
22.792360305786133,0
20.431711196899414,0
19.756175994873047,0
20.540828704833984,0
22.704111099243164,0
23.714073181152344,0
19.952468872070312,0
23.37744903564453,0
20.491836547851562,0
23.042827606201172,0
24.664653778076172,0
23.36801528930664,0
22.84626007080078,0
20.53969955444336,0
22.387401580810547,0
23.938732147216797,0
22.875680923461914,0
24.248517990112305,0
22.671062469482422,0
21.391054153442383,0
21.563928604125977,0
22.709775924682617,0
19.84440803527832,0
21.968774795532227,0
23.95446014404297,0
22.37833595275879,0
23.9758358001709,0
27.669422149658203,0
21.410751342773438,0
23.681577682495117,0
22.24835205078125,0
23.147842407226562,0
24.989999771118164,0
24.49350929260254,0
20.876373291015625,0
22.647172927856445,0
23.866741180419922,0
23.905433654785156,0
23.805286407470703,0
23.089740753173828,0
23.112295150756836,0
23.61658477783203,0
21.959896087646484,0
23.505529403686523,0
22.33307456970215,0
26.97572898864746,0
24.696264266967773,0
24.421367645263672,0
23.507095336914062,0
23.022937774658203,0
22.681840896606445,0
22.51264190673828,0
20.8217716217041,0
26.827939987182617,0
23.089784622192383,0
23.90098762512207,0
23.70766258239746,0
23.426753997802734,0
23.77583885192871,0
22.55483055114746,0
22.3062686920166,0
23.077377319335938,0
22.875080108642578,0
24.161314010620117,0
20.0205135345459,0
21.384946823120117,0
19.56545066833496,0
21.382532119750977,0
22.441234588623047,0
21.967254638671875,0
21.709169387817383,0
21.0052490234375,0
22.602336883544922,0
23.330764770507812,0
21.862855911254883,0
21.212688446044922,0
24.653989791870117,0
23.987293243408203,0
21.55170249938965,0
20.38969612121582,0
24.989999771118164,0
23.45591926574707,0
21.164888381958008,0
23.446325302124023,0
23.30615234375,0
23.62686538696289,0
23.42383575439453,0
19.730632781982422,0
20.5234317779541,0
21.356014251708984,0
23.827226638793945,0
22.92795753479004,0
23.97806739807129,0
23.569700241088867,0
23.308307647705078,0
23.274066925048828,0
23.520606994628906,0
22.88174057006836,0
23.89027214050293,0
24.484010696411133,0
21.02384376525879,0
23.940555572509766,0
19.286203384399414,0
22.140090942382812,0
23.190458297729492,0
23.313432693481445,0
22.622373580932617,0
22.536039352416992,0
24.989999771118164,0
22.37677001953125,0
24.029016494750977,0
23.489055633544922,0
24.08832550048828,0
23.58017349243164,0
24.119230270385742,0
21.797128677368164,0
22.18033790588379,0
22.56014633178711,0
23.509687423706055,0
23.06113624572754,0
22.43963623046875,0
23.062360763549805,0
22.008413314819336,0
22.599451065063477,0
24.773473739624023,0
22.967239379882812,0
21.692190170288086,0
23.522764205932617,0
20.972042083740234,0
24.989999771118164,0
20.702354431152344,0
24.356916427612305,0
23.00929832458496,0
22.803359985351562,0
21.748733520507812,0
22.374404907226562,0
21.515880584716797,0
22.541194915771484,0
23.17015838623047,0
24.932424545288086,0
25.454099655151367,0
22.884685516357422,0
21.49834442138672,0
24.050731658935547,0
21.085792541503906,0
22.394670486450195,0
23.98659896850586,0
22.128463745117188,0
24.218570709228516,0
21.579694747924805,0
23.47290802001953,0
24.06771469116211,0
19.860889434814453,0
23.144975662231445,0
22.38469886779785,0
23.61847496032715,0
23.52326011657715,0
23.947717666625977,0
24.528310775756836,0
21.408191680908203,0
23.36270523071289,0
21.557207107543945,0
22.18603515625,0
21.18860626220703,0
23.737031936645508,0
22.531095504760742,0
23.621288299560547,0
22.6866455078125,0
22.080108642578125,0
22.538467407226562,0
23.052505493164062,0
19.86880111694336,0
26.065649032592773,0
24.560808181762695,0
19.438892364501953,0
22.726360321044922,0
21.286300659179688,0
22.854928970336914,0
23.05658721923828,0
23.971811294555664,0
22.250696182250977,0
21.585351943969727,0
21.480865478515625,0
24.989999771118164,0
24.226478576660156,0
22.422008514404297,0
23.205232620239258,0
18.23295783996582,0
23.825138092041016,0
21.054309844970703,0
24.989999771118164,0
24.91209602355957,0
22.732648849487305,0
21.953289031982422,0
23.399032592773438,0
20.935232162475586,0
22.406349182128906,0
22.383853912353516,0
24.65647315979004,0
23.158668518066406,0
21.877227783203125,0
22.008827209472656,0
22.285964965820312,0
23.215999603271484,0
20.4365177154541,0
20.948238372802734,0
23.5006160736084,0
22.580297470092773,0
22.112438201904297,0
24.572526931762695,0
23.35332679748535,0
23.042564392089844,0
23.46717643737793,0
22.207483291625977,0
21.915639877319336,0
23.55414390563965,0
23.079538345336914,0
24.346561431884766,0
23.460683822631836,0
20.626903533935547,0
22.6004695892334,0
20.37356185913086,0
22.124773025512695,0
23.62087059020996,0
20.30743980407715,0
23.775020599365234,0
23.314598083496094,0
24.989999771118164,0
22.486557006835938,0
22.37775230407715,0
23.2460994720459,0
23.43448257446289,0
21.23043441772461,0
18.353403091430664,0
22.5911808013916,0
19.854646682739258,0
20.214645385742188,0
23.774978637695312,0
20.136924743652344,0
19.85711669921875,0
24.85750961303711,0
20.88949203491211,0
24.989999771118164,0
21.85238265991211,0
24.041656494140625,0
24.522008895874023,0
23.549142837524414,0
23.016902923583984,0
22.506086349487305,0
22.72054100036621,0
21.05926513671875,0
23.218229293823242,0
21.701122283935547,0
22.473621368408203,0
24.781858444213867,0
22.533470153808594,0
22.590740203857422,0
23.374404907226562,0
23.483718872070312,0
23.640356063842773,0
24.96561050415039,0
22.66549301147461,0
23.19855499267578,0
21.396291732788086,0
23.52655792236328,0
22.84227180480957,0
22.220502853393555,0
24.543380737304688,0
24.989999771118164,0
24.020204544067383,0
24.210098266601562,0
23.782001495361328,0
21.667552947998047,0
23.231000900268555,0
22.181934356689453,0
24.524097442626953,0
23.343549728393555,0
24.989999771118164,0
23.89409828186035,0
24.48084259033203,0
23.65590476989746,0
21.90547752380371,0
21.379125595092773,0
22.029247283935547,0
24.989999771118164,0
24.48627471923828,0
24.579587936401367,0
22.46298599243164,0
23.952205657958984,0
23.042461395263672,0
22.93561553955078,0
23.682830810546875,0
23.42575454711914,0
23.953350067138672,0
20.45789337158203,0
24.001741409301758,0
23.210290908813477,0
22.85511589050293,0
23.48779296875,0
23.586105346679688,0
24.989999771118164,0
22.796222686767578,0
22.662405014038086,0
22.228713989257812,0
22.910554885864258,0
20.878419876098633,0
22.53980827331543,0
21.50868034362793,0
22.67184829711914,0
21.931779861450195,0
21.680912017822266,0
21.220924377441406,0
23.075763702392578,0
21.727642059326172,0
23.386737823486328,0
23.75284194946289,0
23.729101181030273,0
23.57180404663086,0
27.009485244750977,0
22.604354858398438,0
24.197265625,0
22.02692985534668,0
20.989990234375,0
22.547622680664062,0
20.503873825073242,0
21.013168334960938,0
23.814308166503906,0
19.79175567626953,0
22.857070922851562,0
24.67474365234375,0
23.68377685546875,0
22.55901336669922,0
23.588417053222656,0
22.677207946777344,0
20.731374740600586,0
22.591365814208984,0
21.976823806762695,0
23.348974227905273,0
24.281734466552734,0
24.314167022705078,0
23.576936721801758,0
20.800416946411133,0
24.174558639526367,0
22.708005905151367,0
21.861499786376953,0
26.437898635864258,0
23.21831703186035,0
23.879501342773438,0
24.58055305480957,0
21.93792152404785,0
21.543235778808594,0
22.622892379760742,0
24.989999771118164,0
21.56429100036621,0
21.920412063598633,0
20.305561065673828,0
24.26854133605957,0
20.559215545654297,0
22.183467864990234,0
21.444580078125,0
20.498886108398438,0
23.17525291442871,0
23.215351104736328,0
24.34760284423828,0
24.946809768676758,0
21.767377853393555,0
24.084897994995117,0
24.039485931396484,0
22.916505813598633,0
23.29927635192871,0
20.76264762878418,0
22.843799591064453,0
23.837554931640625,0
23.857067108154297,0
24.2337646484375,0
21.022388458251953,0
23.0764102935791,0
22.230661392211914,0
20.868606567382812,0
24.595535278320312,0
24.939327239990234,0
23.811195373535156,0
19.126575469970703,0
24.9584903717041,0
22.002548217773438,0
24.989999771118164,0
23.00840950012207,0
23.639183044433594,0
23.382192611694336,0
23.009435653686523,0
23.010107040405273,0
23.446136474609375,0
23.468570709228516,0
23.922863006591797,0
20.75002098083496,0
21.79674530029297,0
20.50957679748535,0
20.503395080566406,0
21.22185707092285,0
26.54567527770996,0
19.39785385131836,0
22.608396530151367,0
24.08859634399414,0
24.989999771118164,0
23.967809677124023,0
24.691476821899414,0
24.989999771118164,0
24.35609245300293,0
21.59197425842285,0
23.673572540283203,0
23.420713424682617,0
22.903583526611328,0
23.180702209472656,0
24.12144660949707,0
24.493831634521484,0
21.789566040039062,0
24.68973159790039,0
22.212345123291016,0
22.52384376525879,0
21.79373550415039,0
22.731454849243164,0
24.38641357421875,0
24.643962860107422,0
23.51431655883789,0
23.570528030395508,0
23.759305953979492,0
23.624013900756836,0
24.29194450378418,0
22.244470596313477,0
23.00090980529785,0
22.879695892333984,0
23.63406753540039,0
23.3813419342041,0
22.523008346557617,0
22.398653030395508,0
21.200407028198242,0
25.456907272338867,0
23.74195671081543,0
25.638967514038086,0
21.81537437438965,0
23.0404109954834,0
22.94480323791504,0
21.948326110839844,0
23.558637619018555,0
22.342958450317383,0
24.157180786132812,0
21.535945892333984,0
23.168081283569336,0
22.50855255126953,0
18.99513053894043,0
22.734769821166992,0
22.257768630981445,0
19.66280174255371,0
23.3566837310791,0
23.91763687133789,0
24.02161979675293,0
24.22791290283203,0
24.989999771118164,0
20.090145111083984,0
24.93810272216797,0
24.989999771118164,0
22.84586524963379,0
24.67535400390625,0
22.228933334350586,0
21.581645965576172,0
21.21941375732422,0
23.666301727294922,0
23.37984275817871,0
22.87964630126953,0
24.989999771118164,0
23.337059020996094,0
22.95165252685547,0
20.81012725830078,0
23.99126625061035,0
24.469213485717773,0
22.25926971435547,0
22.721500396728516,0
24.649221420288086,0
23.106550216674805,0
22.369888305664062,0
22.663299560546875,0
24.8643798828125,0
24.115549087524414,0
23.05065155029297,0
22.018577575683594,0
21.54023551940918,0
23.751983642578125,0
23.357934951782227,0
23.592748641967773,0
24.25449562072754,0
21.460430145263672,0
18.52589225769043,0
22.089855194091797,0
19.78608512878418,0
23.336912155151367,0
20.684444427490234,0
22.849557876586914,0
23.09573745727539,0
23.466205596923828,0
22.0235595703125,0
23.23774528503418,0
24.989999771118164,0
21.607975006103516,0
21.138734817504883,0
23.348796844482422,0
21.709489822387695,0
23.97419548034668,0
22.164514541625977,0
23.61829376220703,0
24.19011116027832,0
24.989999771118164,0
23.13946533203125,0
20.986614227294922,0
23.46044921875,0
22.19513511657715,0
19.952484130859375,0
20.21525764465332,0
24.989999771118164,0
21.33911895751953,0
22.757183074951172,0
23.27825355529785,0
24.22010040283203,0
24.686609268188477,0
21.88429069519043,0
22.615015029907227,0
23.203105926513672,0
22.442657470703125,0
23.584779739379883,0
23.606138229370117,0
21.993093490600586,0
23.152292251586914,0
20.97623634338379,0
24.664676666259766,0
23.086334228515625,0
22.87038803100586,0
22.77816390991211,0
22.544790267944336,0
22.132183074951172,0
21.512258529663086,0
27.297212600708008,0
24.14025115966797,0
21.004852294921875,0
23.905733108520508,0
17.08892059326172,0
22.877445220947266,0
20.45182991027832,0
24.989999771118164,0
23.249038696289062,0
24.785680770874023,0
21.648941040039062,0
22.52181625366211,0
22.953697204589844,0
21.4085750579834,0
21.60088348388672,0
21.299686431884766,0
24.35198974609375,0
23.301733016967773,0
24.24774742126465,0
21.816844940185547,0
22.70780372619629,0
20.860647201538086,0
23.553144454956055,0
24.642414093017578,0
18.761119842529297,0
22.57225799560547,0
24.06338119506836,0
22.921070098876953,0
23.078754425048828,0
23.393936157226562,0
23.45287322998047,0
22.824405670166016,0
21.504716873168945,0
22.803943634033203,0
24.10276222229004,0
24.12942123413086,0
22.375732421875,0
22.56283950805664,0
21.903484344482422,0
22.220375061035156,0
22.74694061279297,0
24.88511085510254,0
19.17132568359375,0
22.410886764526367,0
22.556365966796875,0
24.7241153717041,0
21.314788818359375,0
22.344640731811523,0
23.145458221435547,0
22.69255256652832,0
22.19106101989746,0
22.886699676513672,0
24.39632797241211,0
22.902294158935547,0
21.074636459350586,0
22.790973663330078,0
24.563505172729492,0
21.72907257080078,0
20.712383270263672,0
23.951515197753906,0
22.550397872924805,0
24.644445419311523,0
24.2974853515625,0
24.289709091186523,0
24.500099182128906,0
23.980846405029297,0
23.985244750976562,0
22.578563690185547,0
21.069541931152344,0
21.21566390991211,0
23.96680450439453,0
22.858322143554688,0
22.9888973236084,0
19.586708068847656,0
22.451852798461914,0
23.201187133789062,0
22.865446090698242,0
23.81769371032715,0
22.76017189025879,0
23.616722106933594,0
22.388151168823242,0
21.61962127685547,0
21.192874908447266,0
21.035795211791992,0
22.556625366210938,0
21.564058303833008,0
23.42208480834961,0
26.069908142089844,0
23.003896713256836,0
21.70090103149414,0
24.03045654296875,0
22.13846778869629,0
23.331193923950195,0
21.81743812561035,0
24.59783935546875,0
22.32167625427246,0
22.1666202545166,0
21.65473175048828,0
24.989999771118164,0
21.90657615661621,0
21.155929565429688,0
20.862436294555664,0
22.365915298461914,0
23.192644119262695,0
23.48834800720215,0
21.618350982666016,0
21.8614444732666,0
18.961971282958984,0
24.460176467895508,0
23.169208526611328,0
21.112524032592773,0
23.564285278320312,0
20.136829376220703,0
24.521072387695312,0
23.465492248535156,0
21.885202407836914,0
23.315914154052734,0
24.989999771118164,0
24.254913330078125,0
22.985403060913086,0
23.09393310546875,0
24.357234954833984,0
24.653114318847656,0
22.654560089111328,0
23.241222381591797,0
24.132970809936523,0
22.50920867919922,0
21.46041488647461,0
22.39996910095215,0
21.839223861694336,0
22.425920486450195,0
21.147350311279297,0
24.841447830200195,0
22.724552154541016,0
22.85626983642578,0
21.69136619567871,0
22.238740921020508,0
23.038036346435547,0
24.792522430419922,0
24.268505096435547,0
23.105615615844727,0
22.99068260192871,0
23.776567459106445,0
24.608915328979492,0
24.227128982543945,0
24.047090530395508,0
22.42374610900879,0
20.647808074951172,0
23.789386749267578,0
23.34583282470703,0
24.022533416748047,0
24.78716278076172,0
23.37137222290039,0
23.081647872924805,0
24.83643913269043,0
24.595428466796875,0
26.340051651000977,0
23.383060455322266,0
19.46598243713379,0
22.86126708984375,0
24.441287994384766,0
23.606760025024414,0
22.822673797607422,0
22.486923217773438,0
22.436182022094727,0
20.987445831298828,0
24.703577041625977,0
22.29854393005371,0
23.97687339782715,0
18.848590850830078,0
26.441909790039062,0
22.486839294433594,0
22.849933624267578,0
22.48843002319336,0
24.72142219543457,0
23.000362396240234,0
24.96340560913086,0
21.32224464416504,0
23.2867488861084,0
23.356889724731445,0
20.751928329467773,0
24.022993087768555,0
23.276456832885742,0
23.77487564086914,0
23.293729782104492,0
22.738229751586914,0
20.786869049072266,0
22.76721954345703,0
24.259336471557617,0
24.170955657958984,0
20.892263412475586,0
24.989999771118164,0
20.206453323364258,0
23.496017456054688,0
22.559295654296875,0
22.777740478515625,0
21.713653564453125,0
23.678136825561523,0
24.989999771118164,0
23.63422393798828,0
24.810546875,0
22.509262084960938,0
22.17180633544922,0
23.04684829711914,0
