blast	sx	sy	selev	delay	charge	detonator
20048	492409.00	5264276.00	794.00	0.092	190.0	N
20048	492413.00	5264271.00	794.00	0.117	230.0	N
20048	492416.00	5264267.00	795.00	0.142	230.0	N
20048	492420.00	5264263.00	795.00	0.167	210.0	N
20049	492153.00	5264578.00	863.00	0.066	250.0	N
20049	492158.00	5264576.00	863.00	0.099	550.0	N
20049	492164.00	5264575.00	863.00	0.132	500.0	N
20049	492127.00	5264587.00	861.00	0.000	450.0	N
20049	492133.00	5264586.00	862.00	0.033	470.0	N
20049	492139.00	5264584.00	862.00	0.165	530.0	N
20049	492145.00	5264582.00	862.00	0.198	520.0	N
20049	492150.00	5264581.00	863.00	0.231	500.0	N
20049	492156.00	5264579.00	863.00	0.264	490.0	N
20049	492162.00	5264578.00	863.00	0.297	340.0	N
20049	492168.00	5264576.00	863.00	0.330	530.0	N
20049	492173.00	5264575.00	863.00	0.363	440.0	N
20050	492592.00	5264366.00	909.00	0.000	370.0	N
20050	492585.00	5264378.00	909.00	0.025	200.0	N
20050	492589.00	5264373.00	909.00	0.050	390.0	N
20050	492593.00	5264368.00	909.00	0.075	400.0	N
20050	492597.00	5264364.00	909.00	0.100	440.0	N
20050	492601.00	5264359.00	908.00	0.125	360.0	N
20050	492605.00	5264355.00	908.00	0.150	380.0	N
20050	492609.00	5264350.00	908.00	0.175	380.0	N
20050	492587.00	5264382.00	909.00	0.117	380.0	N
20050	492591.00	5264377.00	909.00	0.142	400.0	N
20050	492595.00	5264373.00	909.00	0.167	360.0	N
20050	492599.00	5264368.00	909.00	0.192	400.0	N
20050	492603.00	5264364.00	908.00	0.217	430.0	N
20050	492607.00	5264359.00	908.00	0.242	370.0	N
20050	492611.00	5264355.00	908.00	0.267	370.0	N
20051	492309.00	5264331.00	781.00	0.000	260.0	N
20051	492313.00	5264327.00	781.00	0.033	250.0	N
20051	492318.00	5264323.00	780.00	0.066	270.0	N
20051	492322.00	5264319.00	780.00	0.099	290.0	N
20051	492327.00	5264315.00	780.00	0.132	260.0	N
20051	492331.00	5264311.00	780.00	0.165	240.0	N
20051	492336.00	5264307.00	780.00	0.198	240.0	N
20051	492340.00	5264303.00	780.00	0.231	240.0	N
20051	492345.00	5264299.00	780.00	0.264	240.0	N
20051	492349.00	5264295.00	780.00	0.297	250.0	N
20051	492353.00	5264291.00	780.00	0.330	240.0	N
20051	492358.00	5264287.00	780.00	0.363	250.0	N
20051	492362.00	5264283.00	780.00	0.396	260.0	N
20052	493037.00	5264628.00	1062.00	0.000	320.0	N
20052	493041.00	5264625.00	1062.00	0.025	320.0	N
20052	493045.00	5264623.00	1061.00	0.050	320.0	N
20052	493049.00	5264620.00	1061.00	0.075	340.0	N
20052	493038.00	5264633.00	1062.00	0.067	330.0	N
20052	493042.00	5264630.00	1062.00	0.092	340.0	N
20052	493045.00	5264628.00	1062.00	0.117	260.0	N
20052	493050.00	5264625.00	1061.00	0.142	290.0	N
30053	492066.25	5264413.00	784.25	0.000	115.0	E
30053	492071.53	5264414.50	784.15	0.028	165.0	E
30053	492076.91	5264416.00	784.05	0.085	115.0	E
30053	492081.84	5264419.00	783.95	0.140	115.0	E
30053	492063.06	5264413.50	784.45	0.058	100.0	E
30053	492068.12	5264415.50	784.25	0.114	290.0	E
30053	492073.16	5264418.00	784.15	0.169	280.0	E
30053	492078.22	5264420.00	784.05	0.199	280.0	E
30053	492083.38	5264422.00	783.95	0.228	250.0	E
30053	492088.47	5264424.00	783.95	0.254	240.0	E
30054	492661.81	5264622.50	978.35	0.500	230.0	E
30054	492666.09	5264618.00	978.45	0.533	255.0	E
30054	492662.75	5264626.00	978.35	0.566	190.0	E
30054	492666.00	5264622.50	978.35	0.599	260.0	E
30054	492670.19	5264618.00	978.45	0.632	230.0	E
30054	492674.56	5264614.00	978.45	0.665	180.0	E
30054	492678.81	5264610.00	978.45	0.698	120.0	E
30054	492683.78	5264606.00	978.55	0.731	100.0	E
30054	492687.66	5264602.00	978.45	0.764	120.0	E
30054	492691.34	5264597.00	978.55	0.797	225.0	E
30054	492695.53	5264592.50	978.45	0.830	200.0	E
30054	492697.28	5264588.50	978.55	0.863	25.0	E
30054	492649.81	5264617.50	964.05	0.000	47.0	E
30054	492652.34	5264615.00	964.15	0.033	47.0	E
30054	492654.78	5264612.50	964.35	0.066	47.0	E
30054	492657.22	5264610.00	964.45	0.099	47.0	E
30054	492659.66	5264607.50	964.55	0.132	47.0	E
30054	492662.12	5264605.00	964.75	0.165	47.0	E
30054	492664.56	5264602.50	964.85	0.198	47.0	E
30054	492667.09	5264600.00	964.95	0.231	47.0	E
30054	492669.53	5264597.50	965.05	0.264	47.0	E
30054	492671.88	5264595.00	965.05	0.297	47.0	E
30054	492652.38	5264620.00	967.35	0.330	47.0	E
30054	492654.81	5264617.50	967.45	0.363	47.0	E
30054	492657.25	5264615.00	967.65	0.396	47.0	E
30054	492659.69	5264612.50	967.75	0.429	47.0	E
30054	492662.22	5264610.00	967.85	0.462	47.0	E
30054	492664.66	5264607.50	968.05	0.495	47.0	E
30054	492667.12	5264605.00	968.15	0.528	47.0	E
30055	492679.78	5264055.00	975.35	0.528	380.0	E
30055	492675.88	5264050.50	975.35	0.495	380.0	E
30055	492672.03	5264046.00	975.05	0.462	380.0	E
30055	492668.03	5264041.50	974.85	0.429	330.0	E
30055	492664.09	5264037.00	974.85	0.396	330.0	E
30055	492660.09	5264032.50	974.65	0.363	340.0	E
30055	492656.16	5264028.00	974.55	0.330	380.0	E
30055	492652.22	5264023.50	974.35	0.297	370.0	E
30055	492648.41	5264019.00	974.15	0.264	360.0	E
30055	492644.59	5264014.50	973.85	0.231	360.0	E
30055	492640.56	5264010.00	973.55	0.198	360.0	E
30055	492636.56	5264005.50	973.55	0.165	340.0	E
30055	492632.72	5264001.00	973.35	0.132	360.0	E
30055	492628.62	5263996.50	973.25	0.099	350.0	E
30055	492624.59	5263992.00	972.85	0.066	270.0	E
30055	492620.66	5263987.50	972.45	0.033	150.0	E
30056	492591.09	5264271.50	862.95	0.208	370.0	E
30056	492588.88	5264266.00	862.95	0.164	450.0	E
30056	492586.78	5264260.50	863.15	0.136	450.0	E
30056	492584.59	5264255.00	863.25	0.110	350.0	E
30056	492582.38	5264249.50	863.15	0.084	350.0	E
30056	492580.28	5264243.50	863.35	0.055	365.0	E
30056	492578.16	5264238.00	863.35	0.025	380.0	E
30056	492575.97	5264232.50	863.45	0.000	330.0	E
30056	492532.88	5264413.00	885.75	0.208	215.0	E
30056	492537.34	5264409.00	885.85	0.174	340.0	E
30056	492541.81	5264405.00	885.95	0.119	340.0	E
30056	492546.16	5264401.00	886.15	0.091	325.0	E
30056	492550.62	5264397.00	886.45	0.061	365.0	E
30056	492555.12	5264393.00	886.65	0.032	330.0	E
30056	492559.59	5264389.00	886.85	0.002	270.0	E
30056	492534.03	5264410.50	885.65	0.147	180.0	E
30057	492088.78	5264648.50	861.85	0.000	220.0	E
30057	492091.69	5264648.00	861.95	0.015	240.0	E
30057	492097.53	5264646.50	861.95	0.026	200.0	E
30057	492103.34	5264645.50	862.15	0.050	200.0	E
30057	492089.53	5264652.00	861.85	0.041	370.0	E
30057	492095.25	5264650.50	861.85	0.065	430.0	E
30057	492101.19	5264649.00	862.15	0.075	400.0	E
30057	492107.00	5264647.50	862.25	0.087	420.0	E
30057	492112.72	5264646.00	862.25	0.098	350.0	E
30057	492118.56	5264644.50	862.35	0.110	355.0	E
30057	492124.47	5264643.00	862.65	0.121	410.0	E
30057	492130.28	5264641.50	862.75	0.139	355.0	E
30058	493260.12	5264167.00	1174.75	0.033	165.0	E
30058	493257.62	5264161.50	1174.75	0.000	190.0	E
30058	493293.97	5264234.00	1174.85	0.528	190.0	E
30058	493291.47	5264228.50	1174.75	0.495	210.0	E
30058	493288.94	5264223.00	1174.65	0.462	230.0	E
30058	493286.44	5264217.50	1174.65	0.429	230.0	E
30058	493283.94	5264212.00	1174.65	0.396	230.0	E
30058	493281.53	5264206.50	1174.65	0.363	195.0	E
30058	493279.03	5264201.00	1174.75	0.330	170.0	E
30058	493276.53	5264195.50	1174.75	0.297	180.0	E
30058	493274.03	5264190.00	1174.75	0.264	175.0	E
30058	493271.50	5264185.00	1174.75	0.231	150.0	E
30058	493269.12	5264179.50	1174.75	0.198	205.0	E
30058	493266.62	5264174.00	1174.95	0.165	230.0	E
30058	493264.09	5264168.50	1174.85	0.132	220.0	E
30058	493261.59	5264163.00	1174.85	0.099	210.0	E
30058	493259.09	5264157.50	1174.75	0.066	165.0	E
30059	492796.00	5264405.00	979.65	0.000	0.0	E
30059	492799.88	5264400.50	979.75	0.024	280.0	E
30059	492803.78	5264395.50	979.65	0.076	250.0	E
30059	492807.53	5264391.00	979.25	0.129	270.0	E
30059	492811.31	5264386.50	979.15	0.179	285.0	E
30059	492815.09	5264381.50	978.85	0.232	290.0	E
30059	492818.88	5264377.00	978.45	0.285	245.0	E
30059	492822.66	5264372.50	978.05	0.336	215.0	E
30059	492796.66	5264408.00	979.85	0.053	300.0	E
30059	492800.03	5264404.00	979.85	0.106	360.0	E
30059	492803.81	5264399.50	979.85	0.156	400.0	E
30059	492807.59	5264395.00	979.55	0.208	360.0	E
30059	492811.38	5264390.00	979.35	0.260	340.0	E
30059	492815.12	5264385.50	979.15	0.313	410.0	E
30059	492818.91	5264381.00	978.85	0.366	370.0	E
30059	492822.69	5264376.00	978.45	0.390	350.0	E
30059	492826.47	5264371.50	978.15	0.415	340.0	E
30059	492830.25	5264367.00	977.75	0.440	310.0	E
30059	492834.03	5264362.00	977.25	0.466	310.0	E
30059	492837.91	5264357.50	977.35	0.492	310.0	E
30059	492841.69	5264353.00	977.15	0.517	320.0	E
30059	492845.56	5264348.50	977.15	0.541	370.0	E
30059	492849.34	5264344.00	976.85	0.569	280.0	E
30059	492853.12	5264339.00	976.65	0.594	300.0	E
30059	492856.91	5264334.50	976.45	0.621	320.0	E
30059	492860.78	5264330.00	976.45	0.647	120.0	E
30060	492812.91	5264491.50	996.65	0.000	275.0	E
30060	492815.59	5264486.00	996.65	0.033	250.0	E
30060	492818.38	5264481.00	996.65	0.066	350.0	E
30060	492821.56	5264476.00	996.85	0.099	340.0	E
30060	492824.38	5264471.00	996.25	0.132	340.0	E
30060	492827.84	5264466.00	996.35	0.165	330.0	E
30060	492831.22	5264461.50	996.35	0.198	275.0	E
30060	492834.72	5264456.50	996.35	0.231	275.0	E
30060	492838.09	5264451.50	996.35	0.264	275.0	E
30060	492841.47	5264446.50	996.35	0.297	225.0	E
30060	492844.97	5264441.50	996.35	0.330	275.0	E
30060	492848.34	5264436.50	996.35	0.363	275.0	E
30060	492851.84	5264431.50	996.45	0.396	265.0	E
30060	492855.22	5264427.00	996.45	0.429	275.0	E
30060	492858.59	5264422.00	996.45	0.462	275.0	E
30060	492862.09	5264417.00	996.45	0.495	240.0	E
30060	492865.47	5264412.00	996.45	0.528	280.0	E
30061	492593.22	5264508.00	932.75	0.091	290.0	E
30061	492597.38	5264503.50	932.75	0.068	345.0	E
30061	492601.47	5264499.50	932.65	0.054	340.0	E
30061	492605.62	5264495.00	932.55	0.038	365.0	E
30061	492609.81	5264490.50	932.45	0.020	350.0	E
30061	492612.56	5264488.00	932.35	0.000	305.0	E
30062	492130.06	5264463.50	793.55	0.000	100.0	E
30062	492135.56	5264463.00	793.85	0.015	150.0	E
30062	492140.97	5264462.00	793.45	0.031	165.0	E
30062	492146.38	5264461.50	793.35	0.040	160.0	E
30062	492151.91	5264461.00	793.45	0.052	165.0	E
30062	492157.31	5264460.50	793.45	0.063	165.0	E
30062	492162.81	5264460.00	793.35	0.075	150.0	E
30062	492168.31	5264459.00	793.25	0.089	165.0	E
30062	492173.72	5264458.50	793.25	0.113	150.0	E
30062	492179.25	5264458.00	793.35	0.126	150.0	E
30062	492184.66	5264457.00	793.25	0.142	150.0	E
30062	492103.75	5264429.50	783.75	0.008	260.0	E
30062	492100.91	5264431.50	783.65	0.030	210.0	E
30062	492106.34	5264431.00	783.65	0.046	260.0	E
30062	492111.84	5264430.50	783.55	0.060	240.0	E
30062	492117.34	5264430.00	783.45	0.076	90.0	E
30062	492122.75	5264429.50	783.35	0.091	180.0	E
30062	492128.25	5264429.00	783.35	0.100	210.0	E
30062	492133.75	5264428.50	783.25	0.112	225.0	E
30062	492139.28	5264428.00	782.95	0.127	220.0	E
30062	492144.66	5264427.50	782.65	0.144	215.0	E
30062	492150.09	5264427.00	782.35	0.162	200.0	E
30062	492155.59	5264426.50	782.15	0.178	190.0	E
30062	492161.09	5264426.00	782.15	0.193	190.0	E
30062	492166.59	5264425.50	782.15	0.210	145.0	E
30062	492172.09	5264425.00	782.05	0.223	210.0	E
30062	492177.50	5264424.50	781.85	0.241	210.0	E
30062	492183.03	5264424.00	781.65	0.262	200.0	E
30062	492188.41	5264423.50	781.55	0.279	195.0	E
30062	492193.94	5264423.00	781.45	0.296	195.0	E
30062	492199.16	5264421.00	781.35	0.316	195.0	E
30063	492022.00	5264521.00	817.75	0.178	175.0	E
30063	492027.03	5264519.00	817.85	0.153	165.0	E
30063	492032.56	5264517.50	817.95	0.126	165.0	E
30063	492038.09	5264516.50	817.85	0.100	290.0	E
30063	492043.75	5264518.00	817.95	0.073	230.0	E
30063	492024.72	5264521.00	817.85	0.194	330.0	E
30063	492030.12	5264520.00	817.95	0.164	365.0	E
30063	492035.53	5264519.50	817.95	0.138	420.0	E
30063	492041.06	5264518.50	817.85	0.111	365.0	E
30063	492046.56	5264518.00	818.05	0.085	190.0	E
30063	492051.88	5264517.00	818.05	0.059	140.0	E
30063	492054.62	5264519.00	818.05	0.044	365.0	E
30063	492057.91	5264520.50	818.15	0.032	430.0	E
30063	492063.31	5264519.50	818.25	0.018	365.0	E
30063	492068.84	5264519.00	817.85	0.000	365.0	E
30064	492650.69	5264357.50	909.65	0.099	280.0	E
30064	492654.88	5264353.00	910.15	0.132	300.0	E
30064	492658.94	5264348.50	910.45	0.165	300.0	E
30064	492662.91	5264344.00	910.85	0.198	295.0	E
30064	492666.78	5264339.50	911.05	0.231	305.0	E
30064	492670.56	5264335.50	911.15	0.264	305.0	E
30064	492674.72	5264330.50	911.15	0.297	305.0	E
30064	492636.38	5264377.00	908.55	0.000	40.0	E
30064	492640.44	5264372.50	908.55	0.033	295.0	E
30064	492644.41	5264368.00	908.85	0.066	315.0	E
30064	492648.38	5264363.50	909.15	0.330	380.0	E
30064	492652.56	5264359.00	909.65	0.363	390.0	E
30064	492656.62	5264355.00	910.25	0.396	400.0	E
30064	492660.69	5264350.50	910.65	0.429	410.0	E
30064	492664.78	5264346.00	911.05	0.462	470.0	E
30064	492668.75	5264341.50	911.25	0.495	450.0	E
30064	492672.62	5264337.00	911.25	0.528	420.0	E
30064	492676.69	5264332.50	911.45	0.561	450.0	E
30064	492680.59	5264328.00	911.45	0.594	440.0	E
30064	492684.47	5264323.50	911.25	0.627	425.0	E
30064	492688.44	5264319.00	911.25	0.660	415.0	E
30064	492692.41	5264314.50	911.45	0.693	425.0	E
30064	492696.28	5264310.00	911.25	0.726	390.0	E
30064	492700.25	5264305.50	911.15	0.759	390.0	E
30064	492704.34	5264301.00	911.35	0.792	400.0	E
30064	492708.41	5264296.50	911.95	0.825	400.0	E
30064	492712.09	5264292.00	912.25	0.858	400.0	E
30065	492749.34	5264485.00	980.55	0.000	60.0	E
30065	492751.91	5264481.00	980.55	0.015	360.0	E
30065	492755.31	5264476.00	980.55	0.027	360.0	E
30065	492758.78	5264471.50	980.75	0.038	360.0	E
30065	492762.06	5264466.50	980.25	0.050	360.0	E
30065	492765.44	5264461.50	980.05	0.062	360.0	E
30065	492769.03	5264456.50	980.55	0.074	365.0	E
30065	492772.41	5264451.50	980.65	0.091	360.0	E
30065	492775.91	5264446.50	980.55	0.106	365.0	E
30065	492779.38	5264442.00	980.85	0.121	380.0	E
30065	492782.75	5264437.00	980.65	0.137	380.0	E
30066	492654.72	5264280.50	888.55	0.229	491.0	N
30066	492652.41	5264275.00	888.55	0.204	489.0	N
30066	492650.41	5264269.50	888.25	0.179	481.0	N
30066	492648.59	5264264.00	888.95	0.154	494.0	N
30066	492646.59	5264258.00	889.35	0.129	500.0	N
30066	492644.28	5264252.50	889.35	0.104	498.0	N
30066	492658.53	5264279.00	888.85	0.296	496.0	N
30066	492656.34	5264273.50	889.15	0.271	502.0	N
30066	492654.03	5264268.00	889.25	0.246	502.0	N
30066	492651.72	5264262.50	889.35	0.221	502.0	N
30066	492649.41	5264257.00	889.45	0.196	502.0	N
30066	492647.00	5264251.50	889.45	0.171	502.0	N
30066	492644.62	5264246.00	889.25	0.099	498.0	N
30066	492642.31	5264240.50	889.15	0.066	498.0	N
30066	492639.91	5264235.00	889.15	0.033	498.0	N
30066	492637.59	5264229.00	889.15	0.000	498.0	N
30067	492656.72	5264523.50	957.75	0.166	330.0	E
30067	492660.59	5264519.00	957.95	0.147	405.0	E
30067	492664.56	5264514.50	957.85	0.132	405.0	E
30067	492668.34	5264510.00	957.75	0.111	380.0	E
30067	492672.22	5264505.00	957.65	0.096	405.0	E
30067	492676.22	5264500.50	957.75	0.074	405.0	E
30067	492680.09	5264496.00	957.75	0.057	405.0	E
30067	492683.97	5264491.50	957.65	0.038	405.0	E
30067	492687.84	5264487.00	957.55	0.018	390.0	E
30067	492684.31	5264488.00	957.45	0.000	325.0	E
30068	492414.03	5264413.00	839.45	0.264	190.0	E
30068	492417.50	5264408.00	839.55	0.231	190.0	E
30068	492413.97	5264416.50	839.95	0.363	390.0	E
30068	492417.44	5264412.00	839.65	0.330	420.0	E
30068	492420.81	5264407.00	839.65	0.297	410.0	E
30068	492424.31	5264402.00	839.55	0.198	365.0	E
30068	492427.69	5264397.00	839.35	0.165	355.0	E
30068	492431.16	5264392.00	839.35	0.132	340.0	E
30068	492434.66	5264387.50	839.45	0.099	365.0	E
30068	492438.12	5264382.50	839.45	0.066	365.0	E
30068	492441.62	5264377.50	839.35	0.033	365.0	E
30068	492445.00	5264372.50	839.25	0.000	365.0	E
30069	492716.22	5264557.50	979.75	0.000	50.0	E
30069	492719.31	5264552.00	980.05	0.030	150.0	E
30069	492717.25	5264561.50	979.65	0.060	470.0	E
30069	492720.22	5264556.00	979.85	0.090	450.0	E
30069	492723.31	5264551.00	980.15	0.120	400.0	E
30069	492726.41	5264546.00	980.25	0.150	410.0	E
30069	492729.41	5264541.00	980.45	0.180	450.0	E
30069	492732.38	5264535.50	980.55	0.210	430.0	E
30069	492735.38	5264530.50	980.75	0.240	200.0	E
30069	492738.47	5264525.00	980.95	0.270	380.0	E
30069	492741.44	5264520.00	980.95	0.300	440.0	E
30069	492744.44	5264515.00	981.05	0.330	430.0	E
30069	492747.44	5264509.50	981.05	0.360	450.0	E
30069	492750.41	5264504.50	981.35	0.390	460.0	E
30069	492753.41	5264499.00	981.35	0.420	470.0	E
30070	493226.56	5264172.00	1161.75	0.330	265.0	N
30070	493224.62	5264166.50	1161.85	0.264	345.0	N
30070	493222.75	5264161.00	1161.95	0.231	360.0	N
30070	493220.62	5264155.50	1161.65	0.198	345.0	N
30070	493218.62	5264149.50	1161.45	0.165	360.0	N
30070	493216.62	5264144.00	1161.15	0.132	360.0	N
30070	493214.62	5264138.50	1160.95	0.099	360.0	N
30070	493212.53	5264133.00	1160.55	0.066	315.0	N
30070	493210.53	5264127.00	1160.25	0.033	325.0	N
30070	493208.44	5264121.50	1159.75	0.000	335.0	N
30070	493224.09	5264170.00	1161.75	0.297	175.0	N
30070	493256.03	5264282.00	1160.15	0.957	90.0	N
30070	493243.44	5264229.50	1162.15	0.627	185.0	N
30070	493259.09	5264284.50	1160.05	1.023	315.0	N
30070	493257.69	5264278.50	1160.25	0.990	330.0	N
30070	493256.19	5264273.00	1160.25	0.924	360.0	N
30070	493254.81	5264267.00	1160.55	0.891	330.0	N
30070	493253.41	5264261.00	1161.15	0.858	355.0	N
30070	493252.00	5264255.50	1161.35	0.825	330.0	N
30070	493250.41	5264249.50	1161.25	0.792	330.0	N
30070	493249.00	5264244.00	1161.35	0.759	325.0	N
30070	493247.62	5264238.00	1161.75	0.726	355.0	N
30070	493246.12	5264232.00	1162.15	0.693	365.0	N
30070	493244.62	5264226.50	1162.25	0.660	365.0	N
30070	493243.22	5264220.50	1162.35	0.594	390.0	N
30070	493241.72	5264214.50	1162.45	0.561	380.0	N
30070	493240.12	5264209.00	1162.35	0.528	280.0	N
30070	493238.62	5264203.00	1162.45	0.495	365.0	N
30070	493238.41	5264197.00	1161.15	0.462	370.0	N
30070	493236.91	5264191.00	1161.65	0.429	365.0	N
30070	493235.41	5264185.50	1161.45	0.396	365.0	N
30070	493234.03	5264179.50	1161.55	0.363	430.0	N
30070	493231.88	5264175.50	1161.45	0.330	420.0	N
30071	492036.28	5264592.50	836.05	0.000	250.0	E
30071	492042.09	5264591.00	835.85	0.026	300.0	E
30071	492047.94	5264589.00	835.75	0.054	320.0	E
30071	492053.66	5264588.00	836.05	0.082	290.0	E
30071	492059.56	5264586.50	836.35	0.110	250.0	E
30071	492065.31	5264584.50	836.45	0.138	275.0	E
30071	492071.03	5264583.00	836.45	0.168	290.0	E
30071	492076.56	5264582.00	836.35	0.196	270.0	E
30071	492082.84	5264581.00	839.05	0.224	370.0	E
30071	492088.69	5264579.50	839.05	0.252	290.0	E
30071	492094.50	5264578.00	839.15	0.283	280.0	E
30071	492100.34	5264576.50	839.25	0.316	290.0	E
30071	492106.16	5264575.00	839.45	0.344	315.0	E
30072	492780.75	5264553.00	993.65	0.462	60.0	N
30072	492783.06	5264548.00	994.15	0.495	170.0	N
30072	492734.84	5264619.00	986.25	0.000	20.0	N
30072	492738.50	5264615.00	986.45	0.033	50.0	N
30072	492742.69	5264610.50	986.75	0.066	50.0	N
30072	492746.06	5264605.50	987.15	0.099	30.0	N
30072	492749.47	5264600.50	987.65	0.132	90.0	N
30072	492752.94	5264595.50	988.15	0.165	90.0	N
30072	492756.31	5264591.00	988.65	0.198	110.0	N
30072	492759.81	5264586.00	989.45	0.231	150.0	N
30072	492763.28	5264581.00	990.15	0.264	180.0	N
30072	492766.88	5264576.00	990.75	0.297	180.0	N
30072	492770.25	5264571.50	991.25	0.330	190.0	N
30072	492773.75	5264566.50	991.95	0.363	220.0	N
30072	492777.22	5264561.50	992.65	0.396	250.0	N
30072	492780.69	5264556.50	993.25	0.429	240.0	N
30072	492784.09	5264551.50	993.85	0.595	250.0	N
30073	492404.22	5264598.50	897.55	0.000	50.0	E
30073	492408.88	5264595.00	897.35	0.021	110.0	E
30073	492413.66	5264591.00	896.95	0.059	100.0	E
30073	492418.62	5264588.00	895.35	0.098	60.0	E
30073	492423.38	5264584.00	894.95	0.134	50.0	E
30073	492428.22	5264580.50	894.75	0.175	20.0	E
30073	492433.09	5264577.00	895.25	0.212	70.0	E
30073	492437.84	5264574.00	896.15	0.290	40.0	E
30073	492437.16	5264572.00	896.15	0.251	40.0	E
30073	492404.34	5264603.50	897.75	0.042	100.0	E
30073	492409.00	5264600.00	897.65	0.079	100.0	E
30073	492413.75	5264596.50	897.15	0.115	100.0	E
30073	492418.22	5264592.50	895.75	0.153	40.0	E
30073	492422.88	5264588.50	895.15	0.193	70.0	E
30073	492427.75	5264585.00	894.95	0.233	50.0	E
30073	492432.50	5264581.50	894.95	0.271	40.0	E
30073	492437.47	5264578.00	895.75	0.310	70.0	E
30074	492071.59	5264677.00	860.95	0.047	135.0	E
30074	492073.97	5264673.00	860.95	0.031	190.0	E
30074	492077.16	5264667.50	861.35	0.015	115.0	E
30074	492080.34	5264662.50	861.65	0.000	125.0	E
30074	492072.22	5264682.00	860.85	0.216	0.0	E
30074	492075.41	5264677.00	861.05	0.200	350.0	E
30074	492078.50	5264672.00	861.35	0.182	370.0	E
30074	492081.59	5264666.50	861.65	0.164	315.0	E
30074	492084.66	5264661.50	861.85	0.146	300.0	E
30074	492087.66	5264656.50	861.85	0.129	50.0	E
30074	492089.06	5264655.00	861.85	0.111	40.0	E
30076	492449.09	5264368.00	839.35	0.012	240.0	E
30076	492453.16	5264363.50	839.25	0.042	460.0	E
30076	492456.75	5264358.50	839.25	0.070	430.0	E
30076	492460.31	5264353.50	839.25	0.099	470.0	E
30076	492463.81	5264349.00	839.35	0.126	470.0	E
30076	492467.50	5264344.00	839.65	0.165	480.0	E
30076	492470.97	5264339.00	839.75	0.222	440.0	E
30076	492474.44	5264334.50	839.75	0.264	480.0	E
30076	492477.94	5264329.50	839.85	0.288	490.0	E
30076	492481.53	5264324.50	839.75	0.313	490.0	E
30076	492485.00	5264319.50	839.75	0.338	480.0	E
30076	492488.59	5264315.00	839.65	0.390	480.0	E
30076	492491.97	5264310.00	839.45	0.425	440.0	E
30076	492419.97	5264328.00	816.85	0.000	150.0	E
30076	492422.09	5264322.00	816.85	0.034	150.0	E
30076	492426.25	5264317.50	816.75	0.088	200.0	E
30076	492430.03	5264313.00	816.75	0.142	200.0	E
30076	492443.97	5264293.50	816.85	0.361	100.0	E
30076	492420.81	5264332.00	816.95	0.064	120.0	E
30076	492424.09	5264327.00	816.75	0.116	450.0	E
30076	492427.38	5264322.00	816.45	0.199	410.0	E
30076	492430.88	5264317.00	816.75	0.252	400.0	E
30076	492434.16	5264312.00	816.85	0.281	400.0	E
30076	492437.53	5264307.00	816.85	0.305	440.0	E
30076	492440.91	5264302.00	816.85	0.330	420.0	E
30076	492444.31	5264297.00	816.85	0.416	410.0	E
30076	492447.59	5264292.00	816.65	0.449	400.0	E
30076	492450.97	5264287.00	816.85	0.467	420.0	E
30076	492452.34	5264283.00	816.85	0.504	200.0	E
30077	492058.09	5264341.50	767.85	0.294	225.0	E
30077	492061.72	5264346.00	767.95	0.268	225.0	E
30077	492065.53	5264350.00	767.85	0.240	225.0	E
30077	492069.28	5264354.00	767.95	0.213	225.0	E
30077	492073.00	5264358.00	767.95	0.188	225.0	E
30077	492076.62	5264362.00	768.05	0.160	235.0	E
30077	492080.38	5264366.00	768.05	0.132	235.0	E
30077	492084.09	5264370.00	768.15	0.106	235.0	E
30077	492087.81	5264374.00	768.15	0.079	225.0	E
30077	492091.56	5264378.00	768.15	0.052	240.0	E
30077	492095.28	5264382.00	768.25	0.024	230.0	E
30077	492098.91	5264386.50	768.45	0.000	60.0	E
30078	492869.91	5264402.50	998.05	0.000	140.0	E
30078	492873.00	5264397.50	998.05	0.025	315.0	E
30078	492876.09	5264392.00	998.15	0.050	335.0	E
30078	492879.28	5264387.00	998.45	0.075	315.0	E
30078	492882.47	5264382.00	998.55	0.100	335.0	E
30078	492870.56	5264406.50	998.25	0.092	270.0	E
30078	492873.62	5264401.00	998.15	0.117	360.0	E
30078	492876.72	5264396.00	998.05	0.142	360.0	E
30078	492879.81	5264391.00	998.15	0.167	380.0	E
30078	492883.00	5264386.00	998.45	0.192	385.0	E
30078	492886.09	5264381.00	998.65	0.217	400.0	E
30078	492889.19	5264375.50	998.55	0.242	400.0	E
30078	492892.88	5264370.50	998.55	0.267	340.0	E
30078	492896.03	5264365.50	998.75	0.292	360.0	E
30078	492899.12	5264360.50	998.95	0.317	375.0	E
30078	492902.31	5264355.50	998.85	0.342	380.0	E
30078	492905.41	5264350.50	998.75	0.367	380.0	E
30078	492908.59	5264345.00	998.95	0.392	375.0	E
